Date,Demand,Drybulb,Dewpnt,Holiday
2007-07-30 08:00:00,18486.0,69.5,65.5,0
2007-07-30 09:00:00,19628.0,72.0,66.125,0
2007-07-30 10:00:00,20735.0,73.625,66.25,0
2007-07-30 11:00:00,21525.0,75.75,66.625,0
2007-07-30 12:00:00,22057.0,77.375,65.875,0
2007-07-30 13:00:00,22475.0,79.375,65.625,0
2007-07-30 14:00:00,22620.0,80.0,66.125,0
2007-07-30 15:00:00,22600.0,79.75,65.625,0
2007-07-30 16:00:00,22472.0,79.875,66.0,0
2007-07-30 17:00:00,22148.0,79.5,65.875,0
2007-07-30 18:00:00,21520.0,78.875,65.625,0
2007-07-30 19:00:00,20888.0,75.5,65.875,0
2007-07-30 20:00:00,20880.0,73.625,65.75,0
2007-07-30 21:00:00,19994.0,72.625,65.875,0
2007-07-30 22:00:00,18062.0,71.125,65.625,0
2007-07-30 23:00:00,16118.0,69.75,65.375,0
2007-07-31 00:00:00,14709.0,68.875,66.0,0
2007-07-31 01:00:00,13842.0,68.25,65.625,0
2007-07-31 02:00:00,13331.0,68.25,65.625,0
2007-07-31 03:00:00,13073.0,68.0,65.375,0
2007-07-31 04:00:00,13182.0,67.5,64.75,0
2007-07-31 05:00:00,13904.0,67.625,64.125,0
2007-07-31 06:00:00,15317.0,66.875,64.25,0
2007-07-31 07:00:00,17120.0,68.0,63.75,0
2007-07-31 08:00:00,18480.0,71.0,64.0,0
2007-07-31 09:00:00,19563.0,73.5,63.875,0
2007-07-31 10:00:00,20589.0,77.5,63.375,0
2007-07-31 11:00:00,21397.0,79.5,63.625,0
2007-07-31 12:00:00,21921.0,80.625,62.0,0
2007-07-31 13:00:00,22406.0,82.25,61.625,0
2007-07-31 14:00:00,22624.0,82.75,61.5,0
2007-07-31 15:00:00,22704.0,83.625,61.125,0
2007-07-31 16:00:00,22838.0,84.125,60.125,0
2007-07-31 17:00:00,22676.0,83.0,61.125,0
2007-07-31 18:00:00,22041.0,82.125,62.25,0
2007-07-31 19:00:00,21315.0,80.75,62.375,0
2007-07-31 20:00:00,21265.0,77.75,64.125,0
2007-07-31 21:00:00,20360.0,74.625,63.75,0
2007-07-31 22:00:00,18408.0,74.0,64.5,0
2007-07-31 23:00:00,16408.0,71.875,64.5,0
2007-08-01 00:00:00,14972.0,71.25,65.125,0
2007-08-01 01:00:00,14030.0,70.75,64.5,0
2007-08-01 02:00:00,13486.0,69.25,64.0,0
2007-08-01 03:00:00,13200.0,68.75,63.5,0
2007-08-01 04:00:00,13274.0,68.0,63.0,0
2007-08-01 05:00:00,13934.0,67.5,62.375,0
2007-08-01 06:00:00,15381.0,67.625,61.5,0
2007-08-01 07:00:00,17360.0,70.375,62.125,0
2007-08-01 08:00:00,18925.0,74.125,63.0,0
2007-08-01 09:00:00,20173.0,77.25,62.5,0
2007-08-01 10:00:00,21169.0,79.875,62.125,0
2007-08-01 11:00:00,22032.0,81.125,61.875,0
2007-08-01 12:00:00,22527.0,83.125,62.0,0
2007-08-01 13:00:00,23045.0,83.875,61.0,0
2007-08-01 14:00:00,23260.0,84.25,60.25,0
2007-08-01 15:00:00,23412.0,84.5,60.25,0
2007-08-01 16:00:00,23451.0,84.75,61.0,0
2007-08-01 17:00:00,23159.0,84.75,60.25,0
2007-08-01 18:00:00,22470.0,83.0,60.125,0
2007-08-01 19:00:00,21666.0,81.375,60.75,0
2007-08-01 20:00:00,21555.0,77.5,63.5,0
2007-08-01 21:00:00,20619.0,73.75,63.0,0
2007-08-01 22:00:00,18582.0,73.375,62.625,0
2007-08-01 23:00:00,16553.0,71.625,62.25,0
2007-08-02 00:00:00,15011.0,71.0,61.0,0
2007-08-02 01:00:00,14090.0,69.0,61.375,0
2007-08-02 02:00:00,13513.0,68.625,62.0,0
2007-08-02 03:00:00,13222.0,67.5,61.5,0
2007-08-02 04:00:00,13287.0,66.75,61.625,0
2007-08-02 05:00:00,13963.0,66.875,61.75,0
2007-08-02 06:00:00,15460.0,67.125,62.25,0
2007-08-02 07:00:00,17501.0,69.375,63.375,0
2007-08-02 08:00:00,19247.0,73.5,64.625,0
2007-08-02 09:00:00,20788.0,78.0,64.75,0
2007-08-02 10:00:00,22225.0,82.0,66.0,0
2007-08-02 11:00:00,23333.0,85.625,66.75,0
2007-08-02 12:00:00,24130.0,87.625,66.625,0
2007-08-02 13:00:00,24859.0,89.0,66.5,0
2007-08-02 14:00:00,25231.0,89.625,66.625,0
2007-08-02 15:00:00,25430.0,90.25,66.625,0
2007-08-02 16:00:00,25487.0,91.375,66.25,0
2007-08-02 17:00:00,25245.0,90.375,66.25,0
2007-08-02 18:00:00,24601.0,88.875,66.875,0
2007-08-02 19:00:00,23851.0,86.75,67.5,0
2007-08-02 20:00:00,23777.0,83.375,67.875,0
2007-08-02 21:00:00,22806.0,80.0,68.625,0
2007-08-02 22:00:00,20600.0,78.0,67.75,0
2007-08-02 23:00:00,18451.0,77.125,67.375,0
2007-08-03 00:00:00,16832.0,76.25,68.0,0
2007-08-03 01:00:00,15802.0,75.0,67.875,0
2007-08-03 02:00:00,15107.0,73.75,67.375,0
2007-08-03 03:00:00,14714.0,73.375,66.875,0
2007-08-03 04:00:00,14714.0,72.25,66.5,0
2007-08-03 05:00:00,15309.0,72.0,66.5,0
2007-08-03 06:00:00,16696.0,71.75,66.25,0
2007-08-03 07:00:00,18766.0,73.0,67.625,0
2007-08-03 08:00:00,20571.0,76.25,68.75,0
2007-08-03 09:00:00,22151.0,79.625,69.375,0
2007-08-03 10:00:00,23497.0,83.125,69.75,0
2007-08-03 11:00:00,24497.0,86.125,68.375,0
2007-08-03 12:00:00,25117.0,89.5,67.375,0
2007-08-03 13:00:00,25588.0,91.375,66.375,0
2007-08-03 14:00:00,25786.0,91.75,66.375,0
2007-08-03 15:00:00,25732.0,91.0,66.625,0
2007-08-03 16:00:00,25526.0,89.875,67.25,0
2007-08-03 17:00:00,24982.0,88.75,68.125,0
2007-08-03 18:00:00,24017.0,86.625,69.5,0
2007-08-03 19:00:00,23187.0,84.125,69.875,0
2007-08-03 20:00:00,22929.0,81.375,68.875,0
2007-08-03 21:00:00,21740.0,78.25,67.5,0
2007-08-03 22:00:00,19774.0,77.25,65.875,0
2007-08-03 23:00:00,17835.0,75.5,64.75,0
2007-08-04 00:00:00,16345.0,74.75,65.25,0
2007-08-04 01:00:00,15391.0,74.25,66.5,0
2007-08-04 02:00:00,14706.0,73.125,66.75,0
2007-08-04 03:00:00,14307.0,72.5,66.125,0
2007-08-04 04:00:00,14104.0,71.625,66.25,0
2007-08-04 05:00:00,14205.0,71.0,66.125,0
2007-08-04 06:00:00,14637.0,70.375,65.5,0
2007-08-04 07:00:00,15999.0,71.5,66.25,0
2007-08-04 08:00:00,17745.0,74.125,65.5,0
2007-08-04 09:00:00,19299.0,77.625,64.875,0
2007-08-04 10:00:00,20555.0,80.125,65.25,0
2007-08-04 11:00:00,21411.0,82.875,65.375,0
2007-08-04 12:00:00,21843.0,85.375,63.0,0
2007-08-04 13:00:00,21922.0,85.75,62.25,0
2007-08-04 14:00:00,21924.0,86.375,61.25,0
2007-08-04 15:00:00,21948.0,86.75,59.75,0
2007-08-04 16:00:00,21930.0,88.25,56.875,0
2007-08-04 17:00:00,21708.0,87.5,55.75,0
2007-08-04 18:00:00,21061.0,85.125,59.875,0
2007-08-04 19:00:00,20132.0,83.75,53.25,0
2007-08-04 20:00:00,19878.0,79.5,54.25,0
2007-08-04 21:00:00,19114.0,77.0,54.0,0
2007-08-04 22:00:00,17516.0,75.125,52.875,0
2007-08-04 23:00:00,15835.0,73.625,52.25,0
2007-08-05 00:00:00,14433.0,71.375,53.5,0
2007-08-05 01:00:00,13482.0,69.625,53.625,0
2007-08-05 02:00:00,12753.0,67.625,53.0,0
2007-08-05 03:00:00,12277.0,66.5,52.125,0
2007-08-05 04:00:00,12006.0,64.75,51.375,0
2007-08-05 05:00:00,11827.0,63.125,51.5,0
2007-08-05 06:00:00,11941.0,62.125,51.125,0
2007-08-05 07:00:00,12906.0,63.25,51.375,0
2007-08-05 08:00:00,14173.0,66.75,51.0,0
2007-08-05 09:00:00,15202.0,69.75,50.5,0
2007-08-05 10:00:00,15947.0,72.125,49.0,0
2007-08-05 11:00:00,16405.0,74.125,47.875,0
2007-08-05 12:00:00,16691.0,75.375,48.125,0
2007-08-05 13:00:00,16836.0,76.375,47.625,0
2007-08-05 14:00:00,16994.0,77.25,47.25,0
2007-08-05 15:00:00,17206.0,77.75,47.875,0
2007-08-05 16:00:00,17492.0,78.5,48.375,0
2007-08-05 17:00:00,17737.0,77.75,50.625,0
2007-08-05 18:00:00,17481.0,76.5,50.125,0
2007-08-05 19:00:00,17021.0,75.25,51.875,0
2007-08-05 20:00:00,17234.0,71.625,53.25,0
2007-08-05 21:00:00,16664.0,68.625,56.125,0
2007-08-05 22:00:00,15279.0,66.5,56.0,0
2007-08-05 23:00:00,13809.0,65.75,56.625,0
2007-08-06 00:00:00,12831.0,64.75,56.5,0
2007-08-06 01:00:00,12214.0,63.375,56.75,0
2007-08-06 02:00:00,11901.0,63.375,57.125,0
2007-08-06 03:00:00,11776.0,63.25,57.5,0
2007-08-06 04:00:00,12038.0,63.125,57.75,0
2007-08-06 05:00:00,12884.0,62.75,58.375,0
2007-08-06 06:00:00,14372.0,64.25,59.375,0
2007-08-06 07:00:00,16184.0,65.625,61.0,0
2007-08-06 08:00:00,17512.0,67.0,63.0,0
2007-08-06 09:00:00,18510.0,69.0,63.125,0
2007-08-06 10:00:00,19240.0,70.625,63.875,0
2007-08-06 11:00:00,19640.0,72.75,64.125,0
2007-08-06 12:00:00,19796.0,73.625,66.25,0
2007-08-06 13:00:00,20029.0,73.75,66.25,0
2007-08-06 14:00:00,20025.0,74.75,65.375,0
2007-08-06 15:00:00,19961.0,72.5,67.25,0
2007-08-06 16:00:00,20008.0,74.0,68.25,0
2007-08-06 17:00:00,20055.0,73.75,68.25,0
2007-08-06 18:00:00,19830.0,74.375,68.125,0
2007-08-06 19:00:00,19635.0,74.125,68.5,0
2007-08-06 20:00:00,19937.0,73.625,68.875,0
2007-08-06 21:00:00,19102.0,72.375,68.375,0
2007-08-06 22:00:00,17435.0,71.25,67.75,0
2007-08-06 23:00:00,15712.0,70.75,68.25,0
2007-08-07 00:00:00,14493.0,70.375,68.25,0
2007-08-07 01:00:00,13757.0,69.625,67.75,0
2007-08-07 02:00:00,13297.0,70.0,67.625,0
2007-08-07 03:00:00,13077.0,69.0,67.0,0
2007-08-07 04:00:00,13236.0,68.125,66.75,0
2007-08-07 05:00:00,14044.0,67.75,66.25,0
2007-08-07 06:00:00,15542.0,67.875,66.0,0
2007-08-07 07:00:00,17376.0,68.375,66.125,0
2007-08-07 08:00:00,18778.0,70.5,66.875,0
2007-08-07 09:00:00,19997.0,72.25,66.75,0
2007-08-07 10:00:00,21103.0,75.5,67.375,0
2007-08-07 11:00:00,21895.0,78.375,66.75,0
2007-08-07 12:00:00,22405.0,79.75,66.0,0
2007-08-07 13:00:00,22939.0,80.25,65.75,0
2007-08-07 14:00:00,23177.0,81.5,65.875,0
2007-08-07 15:00:00,23014.0,81.25,65.875,0
2007-08-07 16:00:00,22727.0,79.75,65.75,0
2007-08-07 17:00:00,22242.0,77.875,66.5,0
2007-08-07 18:00:00,21559.0,76.375,66.75,0
2007-08-07 19:00:00,21166.0,74.75,67.25,0
2007-08-07 20:00:00,21256.0,73.375,66.875,0
2007-08-07 21:00:00,20197.0,72.375,67.5,0
2007-08-07 22:00:00,18331.0,71.75,67.375,0
2007-08-07 23:00:00,16500.0,70.875,67.25,0
2007-08-08 00:00:00,15159.0,70.5,67.25,0
2007-08-08 01:00:00,14398.0,70.625,67.625,0
2007-08-08 02:00:00,13944.0,70.75,67.375,0
2007-08-08 03:00:00,13769.0,69.625,67.125,0
2007-08-08 04:00:00,13961.0,70.125,67.875,0
2007-08-08 05:00:00,14860.0,70.125,67.625,0
2007-08-08 06:00:00,16418.0,70.75,68.5,0
2007-08-08 07:00:00,18083.0,71.625,68.75,0
2007-08-08 08:00:00,19260.0,72.625,70.0,0
2007-08-08 09:00:00,20220.0,73.375,69.375,0
2007-08-08 10:00:00,21206.0,74.375,70.0,0
2007-08-08 11:00:00,21814.0,74.625,70.125,0
2007-08-08 12:00:00,22403.0,78.5,70.5,0
2007-08-08 13:00:00,23209.0,81.75,71.125,0
2007-08-08 14:00:00,23811.0,84.375,71.625,0
2007-08-08 15:00:00,24251.0,87.0,71.5,0
2007-08-08 16:00:00,24518.0,86.75,70.875,0
2007-08-08 17:00:00,24386.0,84.5,70.5,0
2007-08-08 18:00:00,23725.0,82.875,68.75,0
2007-08-08 19:00:00,22702.0,82.75,67.375,0
2007-08-08 20:00:00,22612.0,80.0,64.875,0
2007-08-08 21:00:00,21449.0,79.0,62.125,0
2007-08-08 22:00:00,19346.0,77.375,61.625,0
2007-08-08 23:00:00,17182.0,75.75,60.375,0
2007-08-09 00:00:00,15557.0,73.75,59.375,0
2007-08-09 01:00:00,14472.0,71.875,59.0,0
2007-08-09 02:00:00,13723.0,70.125,58.375,0
2007-08-09 03:00:00,13237.0,68.0,54.5,0
2007-08-09 04:00:00,13148.0,65.75,52.875,0
2007-08-09 05:00:00,13703.0,63.75,52.75,0
2007-08-09 06:00:00,14862.0,62.625,52.25,0
2007-08-09 07:00:00,16497.0,63.5,52.125,0
2007-08-09 08:00:00,17692.0,65.5,52.125,0
2007-08-09 09:00:00,18479.0,67.375,52.625,0
2007-08-09 10:00:00,19068.0,69.25,52.5,0
2007-08-09 11:00:00,19458.0,70.875,51.625,0
2007-08-09 12:00:00,19629.0,72.875,51.5,0
2007-08-09 13:00:00,19889.0,73.5,51.625,0
2007-08-09 14:00:00,19978.0,75.0,50.25,0
2007-08-09 15:00:00,19938.0,76.375,50.375,0
2007-08-09 16:00:00,19825.0,76.5,49.375,0
2007-08-09 17:00:00,19374.0,75.625,52.25,0
2007-08-09 18:00:00,18595.0,74.0,52.375,0
2007-08-09 19:00:00,18093.0,71.5,54.625,0
2007-08-09 20:00:00,18293.0,69.25,54.625,0
2007-08-09 21:00:00,17420.0,67.125,55.75,0
2007-08-09 22:00:00,15824.0,65.5,55.75,0
2007-08-09 23:00:00,14196.0,64.75,55.75,0
2007-08-10 00:00:00,13021.0,64.125,55.5,0
2007-08-10 01:00:00,12365.0,64.0,55.125,0
2007-08-10 02:00:00,11955.0,63.25,55.75,0
2007-08-10 03:00:00,11796.0,63.0,55.25,0
2007-08-10 04:00:00,11953.0,63.125,54.625,0
2007-08-10 05:00:00,12706.0,63.125,55.125,0
2007-08-10 06:00:00,13995.0,62.625,54.75,0
2007-08-10 07:00:00,15476.0,63.25,54.5,0
2007-08-10 08:00:00,16488.0,63.125,56.0,0
2007-08-10 09:00:00,17028.0,63.375,55.75,0
2007-08-10 10:00:00,17332.0,62.875,55.5,0
2007-08-10 11:00:00,17277.0,62.5,54.5,0
2007-08-10 12:00:00,17017.0,61.125,52.375,0
2007-08-10 13:00:00,16853.0,61.0,52.375,0
2007-08-10 14:00:00,16566.0,61.25,51.875,0
2007-08-10 15:00:00,16253.0,62.625,52.25,0
2007-08-10 16:00:00,16030.0,62.875,52.75,0
2007-08-10 17:00:00,15837.0,62.5,53.0,0
2007-08-10 18:00:00,15491.0,61.875,52.625,0
2007-08-10 19:00:00,15296.0,61.75,52.125,0
2007-08-10 20:00:00,15568.0,60.375,52.375,0
2007-08-10 21:00:00,14906.0,59.0,52.75,0
2007-08-10 22:00:00,13692.0,58.375,52.25,0
2007-08-10 23:00:00,12369.0,57.625,51.375,0
2007-08-11 00:00:00,11329.0,56.625,50.875,0
2007-08-11 01:00:00,10765.0,55.5,50.375,0
2007-08-11 02:00:00,10401.0,54.5,50.0,0
2007-08-11 03:00:00,10181.0,54.0,49.75,0
2007-08-11 04:00:00,10188.0,54.125,49.375,0
2007-08-11 05:00:00,10399.0,53.0,49.0,0
2007-08-11 06:00:00,10855.0,52.875,48.375,0
2007-08-11 07:00:00,11967.0,56.0,49.75,0
2007-08-11 08:00:00,13253.0,59.875,50.625,0
2007-08-11 09:00:00,14309.0,65.125,51.75,0
2007-08-11 10:00:00,14957.0,70.25,52.125,0
2007-08-11 11:00:00,15316.0,73.875,53.0,0
2007-08-11 12:00:00,15438.0,76.375,54.125,0
2007-08-11 13:00:00,15539.0,78.0,54.25,0
2007-08-11 14:00:00,15694.0,79.75,55.75,0
2007-08-11 15:00:00,15913.0,80.625,57.25,0
2007-08-11 16:00:00,16200.0,79.375,58.5,0
2007-08-11 17:00:00,16347.0,79.125,58.25,0
2007-08-11 18:00:00,16206.0,78.375,59.875,0
2007-08-11 19:00:00,16029.0,77.25,60.125,0
2007-08-11 20:00:00,16477.0,74.25,60.25,0
2007-08-11 21:00:00,16031.0,73.0,60.75,0
2007-08-11 22:00:00,14934.0,71.875,60.875,0
2007-08-11 23:00:00,13652.0,70.625,60.625,0
2007-08-12 00:00:00,12541.0,69.0,60.25,0
2007-08-12 01:00:00,11806.0,67.375,60.0,0
2007-08-12 02:00:00,11354.0,65.75,59.375,0
2007-08-12 03:00:00,11077.0,65.125,59.375,0
2007-08-12 04:00:00,10966.0,64.0,58.875,0
2007-08-12 05:00:00,10962.0,62.875,58.375,0
2007-08-12 06:00:00,11129.0,62.75,57.875,0
2007-08-12 07:00:00,12096.0,64.625,59.375,0
2007-08-12 08:00:00,13523.0,69.375,61.0,0
2007-08-12 09:00:00,14880.0,73.25,61.5,0
2007-08-12 10:00:00,15926.0,76.875,61.375,0
2007-08-12 11:00:00,16767.0,79.75,60.75,0
2007-08-12 12:00:00,17331.0,80.875,60.75,0
2007-08-12 13:00:00,17670.0,82.125,59.875,0
2007-08-12 14:00:00,17918.0,83.75,59.75,0
2007-08-12 15:00:00,18259.0,83.625,59.625,0
2007-08-12 16:00:00,18602.0,84.375,58.875,0
2007-08-12 17:00:00,18767.0,83.625,58.875,0
2007-08-12 18:00:00,18557.0,82.375,61.0,0
2007-08-12 19:00:00,18317.0,81.0,61.5,0
2007-08-12 20:00:00,18719.0,77.5,62.5,0
2007-08-12 21:00:00,17968.0,75.0,62.5,0
2007-08-12 22:00:00,16433.0,73.25,61.875,0
2007-08-12 23:00:00,14939.0,73.0,61.375,0
2007-08-13 00:00:00,13753.0,72.25,62.0,0
2007-08-13 01:00:00,13041.0,71.25,62.125,0
2007-08-13 02:00:00,12624.0,70.375,62.125,0
2007-08-13 03:00:00,12473.0,69.875,62.25,0
2007-08-13 04:00:00,12683.0,69.875,62.625,0
2007-08-13 05:00:00,13559.0,69.875,63.125,0
2007-08-13 06:00:00,14928.0,69.875,63.25,0
2007-08-13 07:00:00,16574.0,70.0,63.75,0
2007-08-13 08:00:00,17718.0,71.25,63.625,0
2007-08-13 09:00:00,18616.0,72.625,63.875,0
2007-08-13 10:00:00,19461.0,73.125,64.625,0
2007-08-13 11:00:00,20140.0,74.5,64.25,0
2007-08-13 12:00:00,20563.0,76.125,64.375,0
2007-08-13 13:00:00,21077.0,79.625,63.625,0
2007-08-13 14:00:00,21303.0,80.75,62.625,0
2007-08-13 15:00:00,21410.0,81.125,62.0,0
2007-08-13 16:00:00,21168.0,78.25,60.375,0
2007-08-13 17:00:00,20715.0,75.25,60.875,0
2007-08-13 18:00:00,20072.0,75.0,60.375,0
2007-08-13 19:00:00,19544.0,74.375,60.875,0
2007-08-13 20:00:00,19631.0,72.125,59.0,0
2007-08-13 21:00:00,18474.0,70.875,58.125,0
2007-08-13 22:00:00,16462.0,69.625,57.25,0
2007-08-13 23:00:00,14484.0,67.875,54.625,0
2007-08-14 00:00:00,13047.0,66.25,51.375,0
2007-08-14 01:00:00,12241.0,64.0,50.75,0
2007-08-14 02:00:00,11730.0,63.125,50.25,0
2007-08-14 03:00:00,11469.0,60.75,49.625,0
2007-08-14 04:00:00,11566.0,60.5,48.875,0
2007-08-14 05:00:00,12233.0,59.5,48.5,0
2007-08-14 06:00:00,13506.0,58.625,48.0,0
2007-08-14 07:00:00,15176.0,60.75,49.125,0
2007-08-14 08:00:00,16388.0,64.25,49.25,0
2007-08-14 09:00:00,17277.0,68.0,49.625,0
2007-08-14 10:00:00,17961.0,70.375,49.0,0
2007-08-14 11:00:00,18386.0,72.125,49.5,0
2007-08-14 12:00:00,18548.0,73.75,47.375,0
2007-08-14 13:00:00,18766.0,74.625,48.125,0
2007-08-14 14:00:00,18884.0,75.625,48.875,0
2007-08-14 15:00:00,18872.0,75.375,48.875,0
2007-08-14 16:00:00,18869.0,75.625,49.375,0
2007-08-14 17:00:00,18655.0,75.5,49.75,0
2007-08-14 18:00:00,18087.0,74.0,51.0,0
2007-08-14 19:00:00,17596.0,72.0,51.25,0
2007-08-14 20:00:00,17823.0,67.0,53.75,0
2007-08-14 21:00:00,16829.0,64.5,56.375,0
2007-08-14 22:00:00,15092.0,62.875,56.125,0
2007-08-14 23:00:00,13545.0,62.125,55.625,0
2007-08-15 00:00:00,12399.0,60.5,55.375,0
2007-08-15 01:00:00,11709.0,60.5,55.5,0
2007-08-15 02:00:00,11341.0,61.0,55.5,0
2007-08-15 03:00:00,11200.0,60.0,55.375,0
2007-08-15 04:00:00,11362.0,58.5,54.25,0
2007-08-15 05:00:00,12187.0,58.5,54.5,0
2007-08-15 06:00:00,13514.0,58.375,54.0,0
2007-08-15 07:00:00,15144.0,59.625,56.0,0
2007-08-15 08:00:00,16476.0,63.25,57.5,0
2007-08-15 09:00:00,17468.0,68.625,58.375,0
2007-08-15 10:00:00,18301.0,72.375,58.25,0
2007-08-15 11:00:00,18866.0,75.875,57.75,0
2007-08-15 12:00:00,19015.0,77.625,57.0,0
2007-08-15 13:00:00,19327.0,78.875,57.375,0
2007-08-15 14:00:00,19500.0,79.75,57.625,0
2007-08-15 15:00:00,19457.0,80.5,59.25,0
2007-08-15 16:00:00,19549.0,80.75,60.5,0
2007-08-15 17:00:00,19699.0,80.75,60.5,0
2007-08-15 18:00:00,19346.0,80.375,60.625,0
2007-08-15 19:00:00,19078.0,78.125,60.5,0
2007-08-15 20:00:00,19409.0,75.0,61.0,0
2007-08-15 21:00:00,18490.0,73.125,61.625,0
2007-08-15 22:00:00,16797.0,71.25,62.5,0
2007-08-15 23:00:00,15081.0,69.75,62.75,0
2007-08-16 00:00:00,13745.0,68.625,62.125,0
2007-08-16 01:00:00,13013.0,67.25,60.875,0
2007-08-16 02:00:00,12515.0,66.25,60.125,0
2007-08-16 03:00:00,12282.0,66.0,59.875,0
2007-08-16 04:00:00,12394.0,65.125,58.875,0
2007-08-16 05:00:00,13199.0,63.875,57.75,0
2007-08-16 06:00:00,14533.0,63.75,57.25,0
2007-08-16 07:00:00,16110.0,65.0,57.5,0
2007-08-16 08:00:00,17371.0,67.125,59.0,0
2007-08-16 09:00:00,18414.0,70.875,58.75,0
2007-08-16 10:00:00,19346.0,74.25,58.25,0
2007-08-16 11:00:00,20007.0,77.0,56.875,0
2007-08-16 12:00:00,20483.0,79.75,58.375,0
2007-08-16 13:00:00,20985.0,82.0,59.75,0
2007-08-16 14:00:00,21406.0,81.75,61.5,0
2007-08-16 15:00:00,21668.0,83.125,63.5,0
2007-08-16 16:00:00,21779.0,82.5,64.5,0
2007-08-16 17:00:00,21654.0,81.375,66.375,0
2007-08-16 18:00:00,21185.0,80.875,66.625,0
2007-08-16 19:00:00,20961.0,79.125,67.625,0
2007-08-16 20:00:00,21132.0,77.0,67.625,0
2007-08-16 21:00:00,20074.0,73.0,67.75,0
2007-08-16 22:00:00,18337.0,72.375,67.875,0
2007-08-16 23:00:00,16522.0,72.25,67.5,0
2007-08-17 00:00:00,15178.0,71.0,67.0,0
2007-08-17 01:00:00,14328.0,70.625,66.5,0
2007-08-17 02:00:00,13773.0,70.0,66.375,0
2007-08-17 03:00:00,13503.0,68.875,65.75,0
2007-08-17 04:00:00,13592.0,68.75,65.375,0
2007-08-17 05:00:00,14366.0,68.5,65.125,0
2007-08-17 06:00:00,15674.0,68.625,63.625,0
2007-08-17 07:00:00,17132.0,68.625,62.625,0
2007-08-17 08:00:00,18183.0,69.875,61.125,0
2007-08-17 09:00:00,18868.0,70.625,58.875,0
2007-08-17 10:00:00,19366.0,71.625,56.375,0
2007-08-17 11:00:00,19589.0,74.5,52.5,0
2007-08-17 12:00:00,19616.0,74.125,52.5,0
2007-08-17 13:00:00,19657.0,76.0,56.125,0
2007-08-17 14:00:00,19528.0,75.125,50.375,0
2007-08-17 15:00:00,19366.0,75.875,50.5,0
2007-08-17 16:00:00,19103.0,76.625,49.625,0
2007-08-17 17:00:00,18655.0,76.375,50.0,0
2007-08-17 18:00:00,18009.0,75.125,51.5,0
2007-08-17 19:00:00,17682.0,73.0,53.625,0
2007-08-17 20:00:00,17707.0,69.375,56.625,0
2007-08-17 21:00:00,16803.0,67.25,57.0,0
2007-08-17 22:00:00,15457.0,64.5,57.875,0
2007-08-17 23:00:00,13875.0,63.75,56.5,0
2007-08-18 00:00:00,12613.0,62.0,55.25,0
2007-08-18 01:00:00,11687.0,60.75,53.0,0
2007-08-18 02:00:00,11213.0,59.0,53.125,0
2007-08-18 03:00:00,10919.0,58.25,52.5,0
2007-08-18 04:00:00,10833.0,57.625,52.0,0
2007-08-18 05:00:00,10999.0,57.0,50.75,0
2007-08-18 06:00:00,11374.0,56.25,48.875,0
2007-08-18 07:00:00,12422.0,56.75,48.625,0
2007-08-18 08:00:00,13621.0,58.25,48.125,0
2007-08-18 09:00:00,14456.0,60.25,47.5,0
2007-08-18 10:00:00,14885.0,63.125,47.0,0
2007-08-18 11:00:00,14939.0,65.375,46.625,0
2007-08-18 12:00:00,14788.0,67.25,46.125,0
2007-08-18 13:00:00,14613.0,68.25,46.0,0
2007-08-18 14:00:00,14462.0,68.75,45.375,0
2007-08-18 15:00:00,14385.0,70.375,44.375,0
2007-08-18 16:00:00,14449.0,71.25,44.875,0
2007-08-18 17:00:00,14522.0,70.625,44.125,0
2007-08-18 18:00:00,14354.0,69.625,43.625,0
2007-08-18 19:00:00,14317.0,67.375,43.5,0
2007-08-18 20:00:00,14714.0,63.375,44.25,0
2007-08-18 21:00:00,14094.0,61.0,44.125,0
2007-08-18 22:00:00,13098.0,59.25,45.375,0
2007-08-18 23:00:00,11994.0,58.125,45.5,0
2007-08-19 00:00:00,11056.0,57.375,45.375,0
2007-08-19 01:00:00,10504.0,57.0,44.625,0
2007-08-19 02:00:00,10138.0,55.625,45.625,0
2007-08-19 03:00:00,9943.0,54.75,45.5,0
2007-08-19 04:00:00,9903.0,54.0,45.25,0
2007-08-19 05:00:00,9983.0,52.875,45.25,0
2007-08-19 06:00:00,10161.0,52.125,45.25,0
2007-08-19 07:00:00,10916.0,52.875,46.625,0
2007-08-19 08:00:00,12063.0,57.125,47.5,0
2007-08-19 09:00:00,13004.0,60.625,46.5,0
2007-08-19 10:00:00,13633.0,63.5,46.375,0
2007-08-19 11:00:00,14028.0,66.125,46.25,0
2007-08-19 12:00:00,14193.0,68.625,46.0,0
2007-08-19 13:00:00,14163.0,70.0,45.375,0
2007-08-19 14:00:00,14098.0,70.75,44.5,0
2007-08-19 15:00:00,14056.0,70.75,46.125,0
2007-08-19 16:00:00,14188.0,70.75,45.75,0
2007-08-19 17:00:00,14399.0,71.125,46.125,0
2007-08-19 18:00:00,14415.0,69.75,46.25,0
2007-08-19 19:00:00,14576.0,68.25,46.25,0
2007-08-19 20:00:00,15033.0,65.75,46.25,0
2007-08-19 21:00:00,14319.0,62.25,48.0,0
2007-08-19 22:00:00,13095.0,59.375,48.875,0
2007-08-19 23:00:00,11859.0,58.125,49.25,0
2007-08-20 00:00:00,11063.0,56.875,48.625,0
2007-08-20 01:00:00,10576.0,55.125,48.75,0
2007-08-20 02:00:00,10321.0,54.125,48.375,0
